Log started: Sat Feb 14 19:59:44 2015

1385 actors total parsed
Actor	Ed Num	SpawnID	Filter	Source
NashGore_StealthArachnotron	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthArchvile	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthBaron	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthCacodemon	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthChaingunGuy	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthDemon	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthDoomImp	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthHellKnight	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthShotgunGuy	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthZombieMan	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthFatso	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_StealthRevenant	-1	0	0:All	:actors/misc/nashdoom.txt
NashGore_GibGenerator	-1	152	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib1	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib2	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib3	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib4	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib5	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib6	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib7	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib8	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib9	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib10	-1	0	1:Doom	:actors/misc/nashgibs.txt
NashGore_Gib11	-1	0	1:Doom	:actors/misc/nashgibs.txt
GoreClass	-1	0	0:All	:actors/misc/plysgore.txt
HudToken	-1	0	0:All	:actors/misc/plysgore.txt
SpeakToken	-1	0	0:All	:actors/misc/plysgore.txt
BreathToken	-1	0	0:All	:actors/misc/plysgore.txt
ColdBreath	-1	0	0:All	:actors/misc/plysgore.txt
Skrylax	-1	0	1:Doom	:actors/misc/plysgore.txt
Kragoth	-1	0	0:All	:actors/misc/plysgore.txt
Visor	-1	0	0:All	:actors/misc/plysgore.txt
TetraPuzzle	12005	0	1:Doom	:actors/misc/puzzles.txt
GrudgePuzzle	12006	0	1:Doom	:actors/misc/puzzles.txt
PapyrusPuzzle	12007	0	1:Doom	:actors/misc/puzzles.txt
ChnesothPuzzle	12009	0	1:Doom	:actors/misc/puzzles.txt
DraconianPuzzle	12010	0	1:Doom	:actors/misc/puzzles.txt
ShieldPuzzle	12011	0	1:Doom	:actors/misc/puzzles.txt
EyeGem	12012	0	1:Doom	:actors/misc/puzzles.txt
KnifeGem	12013	0	1:Doom	:actors/misc/puzzles.txt
FireGem	12014	0	1:Doom	:actors/misc/puzzles.txt
MoonGem	12015	0	1:Doom	:actors/misc/puzzles.txt
ArachnoGem	12016	0	1:Doom	:actors/misc/puzzles.txt
EyeGemGizmo	12017	0	1:Doom	:actors/misc/puzzles.txt
KnifeGemGizmo	12018	0	1:Doom	:actors/misc/puzzles.txt
FireGemGizmo	12019	0	1:Doom	:actors/misc/puzzles.txt
MoonGemGizmo	12020	0	1:Doom	:actors/misc/puzzles.txt
ArachnoGemGizmo	12021	0	1:Doom	:actors/misc/puzzles.txt
GrudgeStand	12022	0	1:Doom	:actors/misc/puzzles.txt
NoEyeGem	-1	0	0:All	:actors/misc/puzzles.txt
NoKnifeGem	-1	0	0:All	:actors/misc/puzzles.txt
NoFireGem	-1	0	0:All	:actors/misc/puzzles.txt
NoMoonGem	-1	0	0:All	:actors/misc/puzzles.txt
NoArachnoGem	-1	0	0:All	:actors/misc/puzzles.txt
NoGrudgePuzzle	-1	0	0:All	:actors/misc/puzzles.txt
ChestKey	20081	0	1:Doom	:actors/misc/puzzles.txt
SupplyChest	20080	0	1:Doom	:actors/misc/puzzles.txt
BLArcaneBook	28317	0	1:Doom	:actors/misc/puzzles.txt
GoreShard	-1	0	1:Doom	:actors/misc/ravens.txt
GoreShard1	-1	54	1:Doom	:actors/misc/ravens.txt
GoreShard2	-1	55	0:All	:actors/misc/ravens.txt
GoreShard3	-1	56	0:All	:actors/misc/ravens.txt
GoreShard4	-1	57	0:All	:actors/misc/ravens.txt
GoreShard5	-1	58	0:All	:actors/misc/ravens.txt
GoreShard6	-1	59	0:All	:actors/misc/ravens.txt
GoreShard7	-1	60	0:All	:actors/misc/ravens.txt
GoreShard8	-1	61	0:All	:actors/misc/ravens.txt
GoreShard9	-1	62	0:All	:actors/misc/ravens.txt
GoreShard0	-1	63	0:All	:actors/misc/ravens.txt
ZWindow8	119	0	1:Doom	:actors/misc/ravens.txt
ZWindow16	120	0	1:Doom	:actors/misc/ravens.txt
ZWindow32	121	0	1:Doom	:actors/misc/ravens.txt
ZWindow64	122	0	1:Doom	:actors/misc/ravens.txt
ZWindow128	123	0	1:Doom	:actors/misc/ravens.txt
GoreLeafSpawner	12999	0	1:Doom	:actors/misc/ravens.txt
WaterSplashBase2	-1	0	0:All	:actors/misc/splashes.txt
WaterSplash2	-1	0	0:All	:actors/misc/splashes.txt
BloodSplashBase2	-1	0	0:All	:actors/misc/splashes.txt
BloodSplash2	-1	0	0:All	:actors/misc/splashes.txt
SlimeSplash2	-1	0	0:All	:actors/misc/splashes.txt
SlimeChunk2	-1	0	0:All	:actors/misc/splashes.txt
LavaSplash2	-1	0	0:All	:actors/misc/splashes.txt
SludgeSplash2	-1	0	0:All	:actors/misc/splashes.txt
SludgeChunk2	-1	0	0:All	:actors/misc/splashes.txt
MudChunk	-1	0	0:All	:actors/misc/splashes.txt
MudSplash	-1	0	0:All	:actors/misc/splashes.txt
IceDebris	-1	0	1:Doom	:actors/misc/splashes.txt
Gore_FuzzyBlood	-1	0	1:Doom	:actors/misc/transblod.txt
Gore_FuzzyFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_FuzzyBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_FuzzyFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_BlueFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_BlueBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_BlueFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_GreenFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_GreenBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_GreenFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_TGreenBlood	-1	0	1:Doom	:actors/misc/transblod.txt
Gore_TGreenFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_TGreenBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_TGreenFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_GreyFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_GreyBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_GreyFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_OrangeFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_OrangeBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_OrangeFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_IvoryFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_IvoryBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_IvoryFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_TIvoryBlood	-1	0	1:Doom	:actors/misc/transblod.txt
Gore_TIvoryFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_TIvoryBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_TIvoryFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_PurpleFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_PurpleBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_PurpleFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_OnyxFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_OnyxBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_OnyxFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
Gore_TOnyxBlood	-1	0	1:Doom	:actors/misc/transblod.txt
Gore_TOnyxFlyingBlood	-1	0	0:All	:actors/misc/transblod.txt
Gore_TOnyxBloodSpot	-1	0	0:All	:actors/misc/transblod.txt
Gore_TOnyxFlyingBloodTrail	-1	0	0:All	:actors/misc/transblod.txt
NashGore_CrushedSmallFuzzy	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumFuzzy	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeFuzzy	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallOrange	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumOrange	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeOrange	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallIvory	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumIvory	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeIvory	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallTIvory	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumTIvory	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeTIvory	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallGrey	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumGrey	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeGrey	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallPurple	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumPurple	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargePurple	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallGreen	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumGreen	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeGreen	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallTGreen	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumTGreen	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeTGreen	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallBlue	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumBlue	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeBlue	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallOnyx	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumOnyx	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeOnyx	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedSmallTOnyx	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedMediumTOnyx	-1	0	0:All	:actors/misc/transbody.txt
NashGore_CrushedLargeTOnyx	-1	0	0:All	:actors/misc/transbody.txt
Gore_GibGeneratorFuzzy	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_FuzzyGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_FuzzyGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorBlue	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_BlueGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_BlueGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorGreen	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_GreenGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreenGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorTGreen	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_TGreenGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TGreenGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorGrey	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_GreyGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GreyGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorIvory	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_IvoryGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_IvoryGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorTIvory	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_TIvoryGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TIvoryGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorOrange	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_OrangeGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OrangeGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorPurple	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_PurpleGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_PurpleGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorOnyx	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_OnyxGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_OnyxGib11	-1	0	0:All	:actors/misc/transgibs.txt
Gore_GibGeneratorTOnyx	-1	0	1:Doom	:actors/misc/transgibs.txt
Gore_TOnyxGib1	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib2	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib3	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib4	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib5	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib6	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib7	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib8	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib9	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib10	-1	0	0:All	:actors/misc/transgibs.txt
Gore_TOnyxGib11	-1	0	0:All	:actors/misc/transgibs.txt
Afrit	30111	100	1:Doom	:actors/mons/afrit.txt
AfritBall	-1	0	0:All	:actors/mons/afrit.txt
Comet	-1	0	0:All	:actors/mons/afrit.txt
CometTail	-1	0	0:All	:actors/mons/afrit.txt
CometDeathGlow	-1	0	0:All	:actors/mons/afrit.txt
CometDeath	-1	0	0:All	:actors/mons/afrit.txt
OrbitComet	-1	0	0:All	:actors/mons/afrit.txt
OrbitComet2	-1	0	0:All	:actors/mons/afrit.txt
OrbitCometTail	-1	0	0:All	:actors/mons/afrit.txt
HellFire	-1	0	0:All	:actors/mons/afrit.txt
HellFire1	-1	0	0:All	:actors/mons/afrit.txt
HellFire2	-1	0	0:All	:actors/mons/afrit.txt
Arachnobaron	31213	101	1:Doom	:actors/mons/arachnobaron.txt
ArchonOfHell	30104	102	0:All	:actors/mons/archonofhell.txt
ArchonComet	-1	0	0:All	:actors/mons/archonofhell.txt
ArchonSoul	-1	0	0:All	:actors/mons/archonofhell.txt
ArchonCometTrail	-1	0	0:All	:actors/mons/archonofhell.txt
BelphegorClone	3112	103	1:Doom	:actors/mons/belphegor.txt
BelphegorBall	-1	0	0:All	:actors/mons/belphegor.txt
BruiserDemon	3333	104	1:Doom	:actors/mons/bruiserdemon.txt
BruiserBall	-1	0	0:All	:actors/mons/bruiserdemon.txt
BruiserBall2	-1	0	0:All	:actors/mons/bruiserdemon.txt
